    407 0.0000 0.1640 0.07738 23.4733 2.12725E+03
    482 0.0000 0.2600 0.02026 21.8823 9.20967E+03
    536 0.0000 0.1120 0.07208 23.3874 2.30253E+03
    557 0.1360 0.1850 0.04668 22.9091 3.57686E+03
    564 0.1390 0.2610 0.06777 23.1933 2.75322E+03
    569 0.0000 0.1270 0.05126 23.0349 3.18559E+03
    733 0.0000 0.2360 0.06564 23.1970 2.74375E+03
    782 0.1330 0.3350 0.02103 21.8053 9.88666E+03
    800 0.1680 0.1870 0.08393 23.5360 2.00801E+03
    809 0.0730 0.5600 0.01135 20.7882 2.52265E+04
    816 0.1370 0.2710 0.01876 21.7775 1.01430E+04
    820 0.1410 0.2790 0.08207 23.3801 2.31800E+03
    937 0.1420 0.3470 0.03174 22.2254 6.71414E+03
    946 0.0000 0.2700 0.00884 20.9608 2.15192E+04
    951 0.1160 0.5960 0.00156 18.5630 1.95868E+05
    993 0.0000 0.2660 0.05146 22.8945 3.62555E+03
    994 0.0000 0.4190 0.02885 22.0042 8.23137E+03
   1015 0.1530 0.2810 0.13639 23.9316 1.39487E+03
   1017 0.0000 0.4720 0.00917 20.6615 2.83492E+04
   1061 0.1050 0.7370 0.00292 19.0855 1.21045E+05
   1069 0.0000 2.2240 0.00016 14.8680 5.88769E+06
   1078 0.1910 0.2550 0.05042 22.8922 3.63309E+03
   1190 0.1420 0.1810 0.02439 22.2045 6.84494E+03
   1192 0.1630 0.2250 0.12255 23.8921 1.44647E+03
   1210 0.0000 0.3700 0.00552 20.2975 3.96432E+04
   1232 0.1210 1.0700 0.00622 19.5735 7.72241E+04
   1256 0.0000 0.2870 0.00393 20.0571 4.94671E+04
   1308 0.0880 0.5350 0.13445 23.5080 2.06037E+03
   1333 0.0000 0.1410 0.09795 23.7416 1.66153E+03
   1337 0.0100 0.3910 0.03215 22.1526 7.17985E+03
   1341 0.1540 0.2980 0.12248 23.7689 1.62024E+03
   1381 0.0000 0.3100 0.12515 23.7676 1.62217E+03
   1469 0.0000 0.8400 0.00164 18.3350 2.41624E+05
   1506 0.0000 0.3580 0.01236 21.1737 1.76879E+04
   1556 0.1080 0.3780 0.04511 22.5500 4.97892E+03
   1573 0.1740 0.1620 0.07861 23.4960 2.08340E+03
   1588 0.0000 0.5250 0.00151 18.6353 1.83253E+05
   1618 0.0000 1.0570 0.00184 18.2503 2.61241E+05
   1637 0.0840 0.2360 0.07266 23.3073 2.47869E+03
   1655 0.0000 0.2280 0.09503 23.6161 1.86522E+03
   1807 0.0000 0.3640 0.00513 20.2195 4.25941E+04
   1814 0.0000 0.5620 0.00313 19.3533 9.45896E+04
   1855 0.1120 0.3800 0.04770 22.6108 4.70787E+03
   1864 0.0000 0.4640 0.03819 22.2441 6.59972E+03
   1912 0.0000 0.5670 0.00144 18.5119 2.05312E+05
   1927 0.1350 1.1190 0.00224 18.4209 2.23248E+05
   1998 0.0100 0.9490 0.08582 22.5092 5.16961E+03
   2134 0.0620 0.2680 0.13387 23.9324 1.39375E+03
   2136 0.0730 0.5950 0.08866 22.9467 3.45529E+03
   2280 0.0000 0.2590 0.00194 19.3343 9.62572E+04
   2359 0.0000 0.1560 0.03512 22.6212 4.66300E+03
   2393 0.1680 0.1920 0.13853 24.0800 1.21658E+03
   2408 0.0000 0.1160 0.07539 23.4437 2.18608E+03
   2495 0.1580 0.4530 0.02159 21.6247 1.16755E+04
   2519 0.1660 0.4160 0.02123 21.6710 1.11884E+04
   2552 0.0000 0.2860 0.06113 23.0379 3.17672E+03
   2613 0.0000 0.4410 0.02911 21.9821 8.40039E+03
   2621 0.0000 0.6420 0.00572 19.9326 5.54766E+04
   2644 0.0000 0.1430 0.01156 21.4208 1.40879E+04
   2674 0.0000 0.3240 0.01307 21.2889 1.59075E+04
   2795 0.0000 0.2490 0.01022 21.1588 1.79315E+04
   2805 0.0000 0.4480 0.00331 19.5905 7.60234E+04
   2847 0.0000 0.2230 0.01601 21.6980 1.09130E+04
   2896 0.0000 0.2490 0.00327 19.9222 5.60122E+04
   2898 0.0000 0.2510 0.11636 23.8001 1.57435E+03
   2905 0.0000 0.2560 0.06333 23.1396 2.89264E+03
   2970 0.0990 1.0180 0.01197 20.3273 3.85675E+04
   2980 0.0000 0.2370 0.07574 23.3525 2.37776E+03
   2982 0.0000 0.3090 0.09088 23.4202 2.23393E+03
   3027 0.0000 0.1850 0.16365 24.2710 1.02032E+03
   3051 0.1540 0.8110 0.01208 20.5474 3.14929E+04
   3112 0.0000 0.3030 0.01036 21.0868 1.91622E+04
   3211 0.0970 0.2780 0.05099 22.8633 3.73096E+03
   3280 0.0000 0.1240 0.03119 22.4956 5.23505E+03
   3326 0.0000 0.3890 0.00244 19.3518 9.47197E+04
   3371 0.0000 0.2080 0.02998 22.3936 5.75052E+03
   3372 0.0000 0.3930 0.11298 23.5170 2.04339E+03
   3510 0.1020 0.6430 0.00645 20.0633 4.91870E+04
   3595 0.0950 0.3740 0.16493 23.9577 1.36171E+03
   3608 0.0170 1.0690 0.10805 22.6735 4.44386E+03
   3628 0.0000 0.6390 0.00210 18.8465 1.50849E+05
   3665 0.0000 0.1430 0.01865 21.9398 8.73416E+03
   3813 0.1530 0.2630 0.03601 22.5069 5.18065E+03
   3816 0.1540 0.6580 0.01183 20.6834 2.77840E+04
   3875 0.1540 0.5320 0.00701 20.3016 3.94911E+04
   4018 0.1380 0.4100 0.02190 21.7046 1.08468E+04
   4210 0.0000 0.1630 0.01154 21.4077 1.42589E+04
   4340 0.1890 0.1820 0.08221 23.5237 2.03092E+03
   4351 0.0000 0.3950 0.02271 21.7749 1.01669E+04
   4376 0.0000 0.3490 0.00724 20.6204 2.94427E+04
   4520 0.0000 0.4260 0.00184 19.0135 1.29348E+05
   4526 0.0000 0.1220 0.01069 21.3282 1.53414E+04
   4543 0.0000 0.5510 0.12440 23.3879 2.30139E+03
   4644 0.0000 0.1120 0.09296 23.6635 1.78546E+03
   4645 0.1540 0.3130 0.04200 22.5821 4.83409E+03
   4910 0.0250 0.2110 0.04947 22.9375 3.48468E+03
   4923 0.1640 0.2550 0.16123 24.1542 1.13626E+03
   5033 0.0000 0.4100 0.03213 22.1210 7.39201E+03
   5140 0.0000 0.5490 0.00735 20.3169 3.89393E+04
   5221 0.0000 0.2360 0.01102 21.2596 1.63423E+04
   5244 0.0000 0.1240 0.14550 24.1677 1.12226E+03
   5295 0.1550 0.3520 0.07685 23.1854 2.77321E+03
   5306 0.1650 0.2830 0.10487 23.6239 1.85172E+03
   5308 0.0890 0.2970 0.11782 23.7268 1.68439E+03
   5338 0.0000 0.6520 0.00261 19.0448 1.25670E+05
   5353 0.0850 0.1470 0.12587 24.0132 1.29379E+03
   5479 0.0000 0.1250 0.09066 23.6541 1.80107E+03
   5492 0.0000 0.3050 0.03854 22.5134 5.14968E+03
   5556 0.0000 0.6270 0.00543 19.8757 5.84613E+04
   5596 0.0000 0.4460 0.00107 18.3917 2.29332E+05
   5652 0.0000 0.4290 0.15139 23.7722 1.61539E+03
   5829 0.0980 0.1820 0.09923 23.7279 1.68263E+03
   5867 0.0000 0.2190 0.17824 24.3147 9.80107E+02
   5893 0.0000 0.2610 0.04319 22.7042 4.31999E+03
   5960 0.0000 0.5310 0.00336 19.5030 8.24071E+04
   6016 0.0000 0.3810 0.00948 20.8562 2.36954E+04
   6043 0.1410 0.2620 0.03615 22.5109 5.16190E+03
   6091 0.0000 0.9890 0.00087 17.4812 5.30468E+05
   6153 0.0600 0.3570 0.09526 23.3907 2.29551E+03
   6229 0.0000 0.6850 0.00424 19.5299 8.03909E+04
   6278 0.0000 0.1720 0.00946 21.1844 1.75138E+04
   6285 0.0450 0.3450 0.08649 23.3138 2.46400E+03
   6308 0.0000 0.5520 0.00575 20.0498 4.97998E+04
   6422 0.0000 0.3420 0.03289 22.2640 6.47940E+03
   6423 0.0000 0.1880 0.03419 22.5609 4.92932E+03
   6427 0.1360 0.5660 0.00474 19.8043 6.24388E+04
   6463 0.0000 0.2730 0.03348 22.4066 5.68240E+03
   6509 0.0590 0.5880 0.12554 23.3614 2.35823E+03
   6517 0.0000 0.2860 0.01948 21.7961 9.97070E+03
   6554 0.0250 0.4270 0.11896 23.5105 2.05572E+03
   6599 0.0000 0.2560 0.00636 20.6445 2.87975E+04
   6752 0.0000 0.2840 0.00753 20.7636 2.58056E+04
   6808 0.0000 0.2700 0.04910 22.8224 3.87420E+03
   6994 0.0650 0.4270 0.02112 21.6339 1.15771E+04
   7011 0.0000 0.1810 0.01978 21.9768 8.44152E+03
   7071 0.0000 0.1500 0.02548 22.2765 6.40580E+03
