0.100,6.55407E+04
0.300,3.90486E+04
0.500,5.69200E+04
0.700,1.08752E+05
0.900,5.15426E+04
1.100,6.89816E+04
1.300,5.83216E+04
1.500,4.73713E+04
1.700,2.67966E+04
1.900,3.08507E+04
2.100,2.31291E+04
2.300,1.73585E+04
2.500,1.52130E+04
2.700,1.28650E+04
2.900,3.62813E+03
3.100,5.15426E+03
3.300,1.81615E+03
3.500,2.84238E+03
3.700,1.05885E+03
3.900,1.13041E+02
